,Unnamed: 0,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,publicationyear,age,agecategory,timecategory
10261,14139,PG22727,The Land of the Long Night,"Du Chaillu, Paul B. (Paul Belloni)",1835,1903,['en'],18,{'Lapland -- Description and travel -- Juvenile literature'},Text,1912,77,4,
21352,29078,PG36173,A Rambler's lease,"Torrey, Bradford",1843,1912,['en'],18,"{'New England', 'Bird watching', 'Birds', 'Natural history -- Outdoor books'}",Text,1896,53,3,10
23933,32556,PG39303,"The Memoirs of Jacques Casanova de Seingalt, Vol. III (of VI), ""The Eternal Quest"": The First Complete and Unabridged English Translation, Illustrated with Old Engravings","Casanova, Giacomo",1725,1798,['en'],18,"{'Casanova, Giacomo, 1725-1798', 'Europe -- History -- 18th century -- Biography'}",Text,1882,157,4,10
2932,4324,PG13893,"Compilation of the Messages and Papers of the Presidents: William McKinley, Messages, Proclamations, and Executive Orders; Relating to the Spanish-American War","McKinley, William",1843,1901,['en'],18,"{'United States -- History -- Sources', 'Spanish-American War, 1898', 'United States -- Politics and government', 'McKinley, William, 1843-1901', 'Presidents -- United States'}",Text,1917,74,4,
21027,28654,PG35791,Babylonian-Assyrian Birth-Omens and Their Cultural Significance,"Jastrow, Morris",1861,1921,['en'],18,"{'Omens', 'Birth -- Folklore', 'Folklore -- Assyria', 'Folklore -- Babylonia'}",Text,1881,20,0,10
9317,12859,PG21575,Poor Jack,"Marryat, Frederick",1792,1848,['en'],18,"{'Poor -- Fiction', 'Sea stories'}",Text,1840,48,2,5
12354,17042,PG2533,Round the Sofa,"Gaskell, Elizabeth Cleghorn",1810,1865,['en'],18,{'Great Britain -- Social life and customs -- 19th century -- Fiction'},Text,1861,51,3,8
17116,23566,PG31210,"The Redskins; or, Indian and Injin, Volume 1.: Being the Conclusion of the Littlepage Manuscripts","Cooper, James Fenimore",1789,1851,['en'],18,"{'New York (State) -- History -- Colonial period, ca. 1600-1775 -- Fiction', 'Indians of North America -- Fiction'}",Text,1821,32,1,4
4936,7039,PG16336,Pour la patrie: Roman du XXe siècle,"Tardivel, Jules-Paul",1851,1905,['fr'],18,{'Québec (Province) -- History -- Autonomy and independence movements -- Fiction'},Text,1895,44,2,10
5315,7542,PG1678,An Historical Mystery (The Gondreville Mystery),"Balzac, Honoré de",1799,1850,['en'],18,"{'Detective and mystery stories', 'French fiction -- Translations into English', 'Historical fiction'}",Text,1841,42,2,6
3138,4624,PG14162,Les tribulations d'un chinois en Chine,"Verne, Jules",1828,1905,['fr'],18,"{'China -- Social life and customs -- Juvenile fiction', 'Wealth -- Juvenile fiction', 'Civil war -- Juvenile fiction', 'Happiness -- Juvenile fiction', 'National characteristics, Chinese -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Insurance -- Juvenile fiction', 'Rich people -- Juvenile fiction', 'Courtship -- Juvenile fiction'}",Text,1879,51,3,9
4904,7003,PG16303,Guy Rivers: A Tale of Georgia,"Simms, William Gilmore",1806,1870,['en'],18,"{'Georgia -- History -- 1775-1865 -- Fiction', 'Gold mines and mining -- Fiction'}",Text,1846,40,2,6
12384,17086,PG2537,The Pocket R.L.S.: Being Favourite Passages from the Works of Stevenson,"Stevenson, Robert Louis",1850,1894,['en'],18,"{'Stevenson, Robert Louis, 1850-1894 -- Quotations'}",Text,1850,0,-1,6
12829,17682,PG25916,Prescott of Saskatchewan,"Bindloss, Harold",1866,1945,['en'],18,{'Canada -- Fiction'},Text,1898,32,1,10
13267,18346,PG26513,A Spelling-Book for Advanced Classes,"Optic, Oliver",1822,1897,['en'],18,{'Spellers'},Text,1828,6,-1,4
21868,29776,PG36801,"A Logic Of Facts; Or, Every-day Reasoning","Holyoake, George Jacob",1817,1906,['en'],19,{'Logic'},Text,1918,101,4,
2348,3527,PG13175,Ved Vejen,"Bang, Herman",1857,1912,['da'],19,"{'Love stories', 'Women -- Fiction', 'Man-woman relationships -- Fiction', 'Denmark -- Fiction'}",Text,1898,41,2,10
13586,18767,PG26893,The New Avatar and The Destiny of the Soul: The Findings of Natural Science Reduced to Practical Studies in Psychology,"Buck, J. D. (Jirah Dewey)",1838,1916,['en'],19,"{'Psychology and religion', 'Soul'}",Text,1912,74,4,
13986,19342,PG2740,More Letters of Charles Darwin — Volume 2: A Record of His Work in a Series of Hitherto Unpublished Letters,"Darwin, Charles",1809,1882,['en'],19,"{'Naturalists -- Great Britain -- Correspondence', 'Darwin, Charles, 1809-1882 -- Correspondence', 'Evolution (Biology)'}",Text,1871,62,3,9
21281,28987,PG36090,"From the Easy Chair, Volume 3","Curtis, George William",1824,1892,['en'],19,{'American essays'},Text,1842,18,0,6
1774,2730,PG12458,"The Talisman, from the Russian of Alexander Pushkin; With Other Pieces","Borrow, George",1803,1881,['en'],19,"{'Polish poetry -- Translations into English', 'Russian poetry -- Translations into English'}",Text,1832,29,1,5
12813,17660,PG25897,"Aratra Pentelici, Seven Lectures on the Elements of Sculpture: Given before the University of Oxford in Michaelmas Term, 1870","Ruskin, John",1819,1900,['en'],19,{'Sculpture'},Text,1884,65,4,10
16630,22942,PG3064,Römische Geschichte — Band 5,"Mommsen, Theodor",1817,1903,['de'],19,{'Rome -- History'},Text,1856,39,2,7
16641,22953,PG3065,Römische Geschichte — Band 8,"Mommsen, Theodor",1817,1903,['de'],19,{'Rome -- History'},Text,1856,39,2,7
18498,25378,PG32842,London Impressions: Etchings and Pictures in Photogravure,"Meynell, Alice",1847,1922,['en'],19,"{'London (England) -- Description and travel', 'London (England) -- Pictorial works'}",Text,1890,43,2,10
14457,19986,PG27990,Theo: A Sprightly Love Story,"Burnett, Frances Hodgson",1849,1924,['en'],19,{'Love stories'},Text,1911,62,3,
4924,7023,PG16321,The Bread-winners: A Social Study,"Hay, John",1838,1905,['en'],19,"{'Industrial relations -- Fiction', 'Strikes and lockouts -- Fiction'}",Text,1905,67,4,10
263,480,PG10432,Aunt Jane's Nieces out West,"Baum, L. Frank (Lyman Frank)",1856,1919,['en'],19,"{'California, Southern -- Juvenile fiction', 'Rescues -- Juvenile fiction', 'Competition -- Juvenile fiction', 'Family -- Juvenile fiction', 'Motion picture industry -- Juvenile fiction', 'Cousins -- Juvenile fiction', 'Young women -- Juvenile fiction'}",Text,1914,58,3,
24044,32712,PG39444,Páginas escogidas,"Palacio Valdés, Armando",1853,1938,['es'],19,{'Spanish fiction'},Text,1886,33,1,10
20876,28467,PG35622,"A Philosophical Dictionary, Volume 02",Voltaire,1694,1778,['en'],19,"{'Philosophy -- Dictionaries', 'Criticism (Philosophy)'}",Text,1918,224,4,
20586,28103,PG35295,The Maroon,"Reid, Mayne",1818,1883,['en'],20,"{'Jamaica -- Fiction', 'Plantation life -- Fiction'}",Text,1908,90,4,10
719,1130,PG11017,"Samuel F. B. Morse, His Letters and Journals: In Two Volumes, Volume I.","Morse, Samuel Finley Breese",1791,1872,['en'],20,"{'Morse, Samuel Finley Breese, 1791-1872', 'Telegraph'}",Text,1828,37,2,4
7000,9615,PG18656,The Tale of Pony Twinkleheels,"Bailey, Arthur Scott",1877,1949,['en'],20,"{'Conduct of life -- Juvenile fiction', 'Horses -- Juvenile fiction', 'Animals -- Juvenile fiction'}",Text,1908,31,1,10
6997,9611,PG18652,The Tale of Henrietta Hen,"Bailey, Arthur Scott",1877,1949,['en'],20,{'Hens -- Juvenile fiction'},Text,1908,31,1,10
19972,27313,PG34584,Hyvä poika ja kelpo sotamies eli Sydän oikeassa paikassa: Tosi tapaus seitsemän-vuotisesta sodasta,"Hoffmann, Franz",1814,1882,['fi'],20,{'German fiction -- Translations into Finnish'},Text,1850,36,2,6
602,954,PG1085,Life of John Sterling,"Carlyle, Thomas",1795,1881,['en'],20,"{'Sterling, John, 1806-1844', 'Authors, English -- 19th century -- Biography'}",Text,1851,56,3,7
9827,13513,PG22163,"The Rover Boys on the Farm; or, Last Days at Putnam Hall","Stratemeyer, Edward",1862,1930,['en'],20,"{'Schools -- Juvenile fiction', 'Brothers -- Juvenile fiction', 'Military education -- Juvenile fiction'}",Text,1917,55,3,
12743,17565,PG25810,In Connection with the De Willoughby Claim,"Burnett, Frances Hodgson",1849,1924,['en'],20,{'United States -- Social life and customs -- 19th century -- Fiction'},Text,1911,62,3,
21428,29174,PG3625,Honoré de Balzac,"Lumet, Louis",1872,1923,['en'],20,"{'Novelists, French -- 19th century -- Biography', 'Balzac, Honoré de, 1799-1850'}",Text,1896,24,0,10
12659,17455,PG25711,Freedom in Science and Teaching.: from the German of Ernst Haeckel,"Haeckel, Ernst",1834,1919,['en'],20,"{'Science -- Study and teaching', 'Virchow, Rudolf Ludwig Karl, 1821-1902. Freiheit der Wissenschaft im modernen Staat', 'Evolution (Biology)', 'Teaching, Freedom of'}",Text,1901,67,4,10
8731,12054,PG20850,Prince Prigio,"Lang, Andrew",1844,1912,['en'],20,"{""Children's stories"", 'Fairy tales'}",Text,1890,46,2,10
21395,29134,PG36223,The Boy with Wings,"Ruck, Berta",1878,1978,['en'],20,"{'England -- Social life and customs -- 20th century -- Fiction', 'Air pilots, Military -- Fiction', 'Love stories', 'World War, 1914-1918 -- England -- Fiction'}",Text,1909,31,1,10
21012,28637,PG35776,The Way of the Strong,"Cullum, Ridgwell",1867,1943,['en'],20,{'Canada -- Fiction'},Text,1869,2,-1,8
10444,14437,PG22996,"The Rover Boys on Snowshoe Island; or, The Old Lumberman's Treasure Box","Stratemeyer, Edward",1862,1930,['en'],20,"{'Detective and mystery stories', 'Hunting stories'}",Text,1917,55,3,
10282,14167,PG22752,The Pirate of Panama: A Tale of the Fight for Buried Treasure,"Raine, William MacLeod",1871,1954,['en'],20,"{'Panama -- Fiction', 'Pirates -- Fiction', 'Treasure troves -- Fiction'}",Text,1883,12,-1,10
21077,28724,PG35854,Un Pélerin d'Angkor,"Loti, Pierre",1850,1923,['fr'],20,"{'Cambodia -- Description and travel', 'Loti, Pierre, 1850-1923 -- Travel -- Cambodia', 'Angkor (Extinct city)'}",Text,1907,57,3,10
9273,12792,PG21514,Gryll Grange,"Peacock, Thomas Love",1785,1866,['en'],20,{'English fiction -- 19th century'},Text,1861,76,4,8
23325,31748,PG38577,The Blue Lights: A Detective Story,"Kummer, Frederic Arnold",1873,1943,['en'],20,"{'Married people -- Fiction', 'Americans -- France -- Fiction', 'Detective and mystery stories', 'Kidnapping -- Fiction'}",Text,1882,9,-1,10
6230,8659,PG17796,Le pays des fourrures,"Verne, Jules",1828,1905,['fr'],20,"{'Survival -- Fiction', 'Northwest Territories -- Fiction', 'Earthquakes -- Fiction'}",Text,1873,45,2,9
9091,12579,PG21322,The Tale of Betsy Butterfly: Tuck-Me-In Tales,"Bailey, Arthur Scott",1877,1949,['en'],20,"{'Friendship -- Juvenile fiction', 'Animals -- Juvenile fiction', 'Butterflies -- Juvenile fiction', 'Insects -- Juvenile fiction'}",Text,1908,31,1,10
22239,30263,PG3723,A Ride Across Palestine,"Trollope, Anthony",1815,1882,['en'],20,"{'British -- Palestine -- Fiction', 'Travel -- Fiction', 'Disguise -- Fiction', 'Short stories'}",Text,1885,70,4,10
4104,5901,PG15311,Poems By The Way & Love Is Enough,"Morris, William",1834,1896,['en'],20,"{'Drama', 'Poetry'}",Text,1917,83,4,
900,1381,PG11243,"Miles Wallingford: Sequel to ""Afloat and Ashore""","Cooper, James Fenimore",1789,1851,['en'],21,"{'Seafaring life -- Fiction', 'Merchant mariners -- Fiction', 'Sea stories'}",Text,1804,15,-1,2
20883,28474,PG35629,"A Philosophical Dictionary, Volume 09",Voltaire,1694,1778,['en'],21,"{'Philosophy -- Dictionaries', 'Criticism (Philosophy)'}",Text,1799,105,4,1
5351,7583,PG16826,Face au drapeau,"Verne, Jules",1828,1905,['fr'],21,"{'Mentally ill -- Fiction', 'Loyalty -- Fiction', 'Revenge -- Fiction', 'Science fiction', 'Abduction -- Fiction', 'Avarice -- Fiction', 'Patriotism -- Fiction', 'Weapons of mass destruction -- Fiction', 'Pirates -- Fiction'}",Text,1879,51,3,9
2629,3905,PG13515,"Bracebridge Hall, or The Humorists","Irving, Washington",1783,1859,['en'],21,"{'England -- Social life and customs -- 19th century -- Fiction', 'National characteristics, English -- Fiction'}",Text,1822,39,2,4
2384,3575,PG13218,Don Orsino,"Crawford, F. Marion (Francis Marion)",1854,1909,['en'],21,"{'Family -- Fiction', 'Interpersonal relations -- Fiction', 'Italy -- Social life and customs -- Fiction'}",Text,1860,6,-1,7
14833,20502,PG28454,Heart of the Blue Ridge,"Baily, Waldron",1871,1953,['en'],21,"{'Mountain life -- Fiction', 'Blue Ridge Mountains -- Fiction'}",Text,1917,46,2,
12820,17668,PG25903,The Miscellaneous Writings and Speeches of Lord Macaulay: Complete Table of Contents of the Four Volumes,"Macaulay, Thomas Babington Macaulay, Baron",1800,1859,['en'],21,"{'English essays', 'Indexes'}",Text,1825,25,1,4
9701,13333,PG22000,Kept in the Dark,"Trollope, Anthony",1815,1882,['en'],21,"{'Married people -- Fiction', 'England -- Social life and customs -- 19th century -- Fiction', 'Domestic fiction', 'England -- Fiction'}",Text,1882,67,4,10
20811,28387,PG35550,Archimedes,"Heath, Thomas Little, Sir",1861,1940,['en'],21,{'Archimedes'},Text,1888,27,1,10
23189,31568,PG38414,"Ιστορία της Ελληνικής Επαναστάσεως, Τόμος Α","Trikoupes, Spyridon",1788,1873,['el'],21,"{'Greece -- History -- War of Independence, 1821-1829'}",Text,1909,121,4,10
17927,24624,PG32163,Elsie on the Hudson,"Finley, Martha",1828,1909,['en'],22,"{'Dinsmore, Elsie (Fictitious character) -- Juvenile fiction', 'Christian fiction', ""Children's stories"", 'Courtship -- Juvenile fiction'}",Text,1918,90,4,
9630,13244,PG21921,Pickwickian Manners and Customs,"Fitzgerald, Percy Hetherington",1834,1925,['en'],22,"{'Dickens, Charles, 1812-1870. Pickwick papers'}",Text,1836,2,-1,5
20232,27626,PG34866,"The Ports, Harbours, Watering-places and Picturesque Scenery of Great Britain Vol. 1","Finden, W. (William)",1787,1852,['en'],22,"{'Coasts -- Great Britain -- Pictorial works', 'Great Britain -- Pictorial works'}",Text,1877,90,4,9
12184,16796,PG25118,When Grandmamma Was New: The Story of a Virginia Childhood,"Harland, Marion",1830,1922,['en'],22,"{'Children and death -- Juvenile fiction', 'Dolls -- Juvenile fiction', 'Christian life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Grandmothers -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Virginia -- Juvenile fiction', 'Cousins -- Juvenile fiction', 'Slaves -- Juvenile fiction', 'Country life -- Juvenile fiction'}",Text,1854,24,0,7
3038,4477,PG1402,Where the Blue Begins,"Morley, Christopher",1890,1957,['en'],22,"{'Dogs -- Fiction', 'Fantasy fiction', 'Didactic fiction'}",Text,1917,27,1,
23896,32513,PG39265,"English Painters, with a Chapter on American Painters","Wilmot-Buxton, H. J. (Harry John)",1843,1911,['en'],22,"{'Painters -- United States', 'Painters -- England'}",Text,1855,12,-1,7
18961,25998,PG333,Robert Louis Stevenson,"Raleigh, Walter Alexander, Sir",1861,1922,['en'],22,"{'Authors, Scottish -- 19th century -- Biography', 'Stevenson, Robert Louis, 1850-1894'}",Text,1882,21,0,10
15055,20808,PG2872,The Variation of Animals and Plants under Domestication — Volume 2,"Darwin, Charles",1809,1882,['en'],22,"{'Plants, Cultivated', 'Domestic animals', 'Variation (Biology)'}",Text,1868,59,3,8
3308,4839,PG14356,The Emperor of Portugallia,"Lagerlöf, Selma",1858,1940,['en'],22,"{'Fathers and daughters -- Fiction', 'Sweden -- Fiction'}",Text,1916,58,3,
15506,21453,PG2930,"Criticisms on ""The Origin of Species"": From 'The Natural History Review', 1864","Huxley, Thomas Henry",1825,1895,['en'],22,"{'Evolution (Biology)', 'Darwin, Charles, 1809-1882. On the origin of species'}",Text,1830,5,-1,4
8513,11733,PG20561,Little Ferns For Fanny's Little Friends,"Fern, Fanny",1811,1872,['en'],22,"{""Children's stories"", 'Children -- Conduct of life -- Juvenile fiction'}",Text,1854,43,2,7
20393,27837,PG35055,A Pasteboard Crown: A Story of the New York Stage,"Morris, Clara",1848,1925,['en'],22,"{'New York (N.Y.) -- Fiction', 'Actresses -- Fiction', 'Theater -- Fiction'}",Text,1856,8,-1,7
14701,20319,PG2828,Under the Deodars,"Kipling, Rudyard",1865,1936,['en'],22,"{'India -- History -- British occupation, 1765-1947 -- Fiction', 'Short stories, English'}",Text,1888,23,0,10
14451,19978,PG27983,The Orphans of Glen Elder,"Robertson, Margaret M. (Margaret Murray)",1821,1897,['en'],22,"{'Poverty -- Juvenile fiction', 'Aunts -- Juvenile fiction', 'Christian life -- Juvenile fiction', 'Scotland -- Juvenile fiction', 'Orphans -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction'}",Text,1890,69,4,10
23122,31483,PG38338,Top,"Albertazzi, Adolfo",1865,1924,['it'],22,"{'Short stories, Italian', 'Fiction'}",Text,1869,4,-1,8
9294,12834,PG21552,"Masterman Ready; Or, The Wreck of the ""Pacific""","Marryat, Frederick",1792,1848,['en'],22,"{'Shipwrecks -- Fiction', 'Adventure stories', 'Sea stories', 'Survival -- Fiction', 'Islands -- Fiction'}",Text,1841,49,2,6
9101,12590,PG21332,Charles Dickens as a Reader,"Kent, Charles",1823,1902,['en'],22,"{'Books and reading -- England -- History -- 19th century', 'Dickens, Charles, 1812-1870 -- Readings', 'Novelists, English -- 19th century -- Biography'}",Text,1859,36,2,7
8922,12307,PG21078,The Tale of Miss Kitty Cat: Slumber-Town Tales,"Bailey, Arthur Scott",1877,1949,['en'],23,"{'Cats -- Juvenile fiction', 'Animals -- Juvenile fiction'}",Text,1908,31,1,10
19637,26886,PG3419,Rebecca Mary,"Donnell, Annie Hamilton",1862,1943,['en'],23,"{'United States -- Social life and customs -- 19th century -- Fiction', 'Short stories'}",Text,1909,47,2,10
5610,7895,PG17107,"A Bibliographical, Antiquarian and Picturesque Tour in France and Germany, Volume Two","Dibdin, Thomas Frognall",1776,1847,['en'],23,"{'Manuscripts -- Germany', 'Germany -- Description and travel', 'Literary journeys -- Germany', 'Bibliography', 'Manuscripts -- France', 'France -- Description and travel', 'Libraries -- France', 'Literary journeys -- France', 'Libraries -- Germany'}",Text,1811,35,2,3
12008,16547,PG24895,The Call Of The South: 1908,"Becke, Louis",1855,1913,['en'],23,{'Oceania -- Fiction'},Text,1890,35,2,10
13999,19364,PG2742,Cenci: Celebrated Crimes,"Dumas, Alexandre",1802,1870,['en'],23,{'Crime'},Text,1821,19,0,4
23011,31319,PG38190,Cornwall,"Baring-Gould, S. (Sabine)",1834,1924,['en'],23,{'Cornwall (England : County)'},Text,1853,19,0,7
4991,7113,PG16402,"The Works of John Dryden, now first collected in eighteen volumes. Volume 07","Dryden, John",1631,1700,['en'],23,{'English literature'},Text,1894,263,4,10
12997,17912,PG26122,Five Little Peppers at School,"Sidney, Margaret",1844,1924,['en'],23,"{'Schools -- Juvenile fiction', 'Five Little Peppers (Fictitious characters) -- Juvenile fiction'}",Text,1916,72,4,
7005,9622,PG18662,The Tale of Buster Bumblebee,"Bailey, Arthur Scott",1877,1949,['en'],23,{'Bumblebees -- Juvenile fiction'},Text,1908,31,1,10
11767,16239,PG24617,The Wild Man of the West: A Tale of the Rocky Mountains,"Ballantyne, R. M. (Robert Michael)",1825,1894,['en'],23,"{'Indians of North America -- Juvenile fiction', 'Outdoor life -- Fiction', 'Conduct of life -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction', 'Natural history -- Juvenile fiction', 'Mothers and sons -- Fiction', 'Animals -- Juvenile fiction', 'Rocky Mountains -- Juvenile fiction'}",Text,1840,15,-1,5
14911,20616,PG28557,The Panjandrum Picture Book,"Caldecott, Randolph",1846,1886,['en'],23,"{'Nursery rhymes', 'Picture books for children'}",Text,1885,39,2,10
15993,22074,PG2986,"Mark Twain: A Biography. Volume III, Part 1: 1900-1907","Paine, Albert Bigelow",1861,1937,['en'],23,"{'Humorists, American -- 19th century -- Biography', 'Journalists -- United States -- Biography', 'Twain, Mark, 1835-1910', 'Authors, American -- 19th century -- Biography'}",Text,1885,24,0,10
4538,6491,PG15843,"Slippy McGee, Sometimes Known as the Butterfly Man","Oemler, Marie Conway",1879,1932,['en'],23,"{'Amputees -- Fiction', 'Criminals -- Fiction', 'South Carolina -- Fiction', 'Priests -- Fiction', 'Entomologists -- Fiction'}",Text,1917,38,2,
5419,7658,PG16894,"Oscar Wilde, His Life and Confessions: Volume 1","Harris, Frank",1856,1931,['en'],23,"{'Authors, Irish -- 19th century -- Biography', 'Wilde, Oscar, 1854-1900'}",Text,1890,34,1,10
2437,3649,PG13285,Occasional Thoughts in Reference to a Vertuous or Christian life,"Masham, Damaris, Lady",1658,1708,['en'],23,{'Christian life -- Anglican authors'},Text,1705,47,2,0
2617,3890,PG13501,Lady Connie,"Ward, Humphry, Mrs.",1851,1920,['en'],23,"{'England -- Social life and customs -- 19th century -- Fiction', 'Love stories', 'Oxford (England) -- Fiction', 'Young women -- Fiction'}",Text,1916,65,4,
15643,21633,PG29472,Select Conversations with an Uncle (Now Extinct) and Two Other Reminiscences,"Wells, H. G. (Herbert George)",1866,1946,['en'],23,{'English wit and humor'},Text,1895,29,1,10
19728,27009,PG3430,The Suitors of Yvonne: being a portion of the memoirs of the Sieur Gaston de Luynes,"Sabatini, Rafael",1875,1950,['en'],24,"{'Cardinals -- France -- Fiction', 'France -- History -- Louis XIV, 1643-1715 -- Fiction', 'Love stories', 'Mazarin, Jules, 1602-1661 -- Fiction', 'Adventure stories', 'Historical fiction', 'France -- History -- 17th century -- Fiction'}",Text,1908,33,1,10
19768,27056,PG34352,La Repubblica di Venezia e la Persia,"Berchet, Guglielmo",1833,1913,['it'],24,"{'Venice (Italy) -- Foreign relations -- Iran', 'Iran -- Foreign relations -- Italy -- Venice'}",Text,1888,55,3,10
14638,20242,PG2821,The Story of the Gadsbys,"Kipling, Rudyard",1865,1936,['en'],24,{'India -- Fiction'},Text,1888,23,0,10
4742,6760,PG16085,A Voyage in a Balloon (1852),"Verne, Jules",1828,1905,['en'],24,{'Balloons -- Fiction'},Text,1852,24,0,7
20736,28300,PG35472,Euripides and His Age,"Murray, Gilbert",1866,1957,['en'],24,"{'Tragedy', 'Euripides -- Criticism and interpretation', 'Mythology, Greek, in literature'}",Text,1890,24,0,10
19715,26995,PG34298,"The Poetical Works of Sir Edward Bulwer Lytton, Bart. M.P.","Lytton, Edward Bulwer Lytton, Baron",1803,1873,['en'],24,{'English poetry -- 19th century'},Text,1884,81,4,10
8253,11358,PG20223,"Two Boys in Wyoming: A Tale of Adventure: (Northwest Series, No. 3)","Ellis, Edward Sylvester",1840,1916,['en'],24,"{'Frontier and pioneer life -- Wyoming -- Juvenile fiction', 'Wyoming -- Juvenile fiction', 'Western stories'}",Text,1904,64,3,10
16623,22931,PG3063,Römische Geschichte — Band 4,"Mommsen, Theodor",1817,1903,['de'],24,{'Rome -- History'},Text,1856,39,2,7
3674,5327,PG14796,El Consejo de los Dioses,"Rizal, José",1861,1896,['es'],24,{'Fiction'},Text,1883,22,0,10
11700,16159,PG24545,The Tale of the The Muley Cow: Slumber-Town Tales,"Bailey, Arthur Scott",1877,1949,['en'],24,"{'Farm life -- Fiction', 'Livestock -- Juvenile fiction', 'Cows -- Juvenile fiction', ""Children's stories, American"", 'Animals -- Juvenile fiction'}",Text,1908,31,1,10
7879,10797,PG1971,"Erewhon Revisited Twenty Years Later, Both by the Original Discoverer of the Country and by His Son","Butler, Samuel",1835,1902,['en'],24,"{'Satire', 'Utopias -- Fiction', 'Utopian fiction'}",Text,1903,68,4,10
23936,32559,PG39306,"The Memoirs of Jacques Casanova de Seingalt, Vol. VI (of VI), ""Spanish Passions"": The First Complete and Unabridged English Translation, Illustrated with Old Engravings","Casanova, Giacomo",1725,1798,['en'],24,"{'Casanova, Giacomo, 1725-1798', 'Europe -- History -- 18th century -- Biography'}",Text,1862,137,4,8
6265,8700,PG17832,Une ville flottante,"Verne, Jules",1828,1905,['fr'],24,{'Great Eastern (Steamship) -- Fiction'},Text,1874,46,2,9
5774,8110,PG17300,The Story of Baden-Powell: 'The Wolf That Never Sleeps',"Begbie, Harold",1871,1929,['en'],24,"{'Baden-Powell of Gilwell, Robert Stephenson Smyth Baden-Powell, Baron, 1857-1941'}",Text,1910,39,2,10
14727,20357,PG28323,"Travels in North America, From Modern Writers: With Remarks and Observations; Exhibiting a Connected View of the Geography and Present State of that Quarter of the Globe","Bingley, William",1774,1823,['en'],24,"{'United States -- Description and travel', 'Mexico -- Description and travel', 'Canada -- Description and travel'}",Text,1869,95,4,8
15495,21441,PG2929,"The Origin of Species: From 'The Westminster Review', April 1860","Huxley, Thomas Henry",1825,1895,['en'],25,"{'Evolution (Biology)', 'Darwin, Charles, 1809-1882. On the origin of species'}",Text,1830,5,-1,4
20359,27789,PG35011,Torpan poika: Kuvaus kansan elämästä,"Päivärinta, Pietari",1827,1913,['fi'],25,{'Fiction'},Text,1904,77,4,10
10115,13939,PG22547,"The Rover Boys on Treasure Isle; or, The Strange Cruise of the Steam Yacht","Stratemeyer, Edward",1862,1930,['en'],25,"{'Yachts -- Juvenile fiction', 'Treasure troves -- Juvenile fiction', 'Brothers -- Juvenile fiction'}",Text,1917,55,3,
23680,32229,PG39009,"The History of the Great and Mighty Kingdom of China and the Situation Thereof, Volume 1 (of 2)","González de Mendoza, Juan",1545,1618,['en'],25,"{'Latin America -- Description and travel -- Early works to 1800', 'China -- Description and travel -- Early works to 1800', 'Philippines -- Description and travel -- Early works to 1800'}",Text,1852,307,4,7
10027,13804,PG22425,"Stanford Achievement Test, Ed. 1922: Advanced Examination, Form A, for Grades 4-8","Kelley, Truman Lee",1884,1961,['en'],25,{'Psychological tests'},Text,1914,30,1,
17748,24376,PG31940,Artists Past and Present; Random Studies,"Cary, Elisabeth Luther",1867,1936,['en'],25,{'Artists'},Text,1879,12,-1,9
4853,6933,PG16240,La Vénus d'Ille,"Mérimée, Prosper",1803,1870,['fr'],25,"{'Venus (Roman deity) -- Fiction', 'Weddings -- Fiction'}",Text,1837,34,1,5
19689,26957,PG34263,The Banshee,"O'Donnell, Elliott",1872,1965,['en'],25,"{'Ghosts', 'Spirits'}",Text,1886,14,-1,10
10659,14702,PG23233,Posthumous Works of the Author of A Vindication of the Rights of Woman,"Wollstonecraft, Mary",1759,1797,['en'],25,"{'Women -- Social and moral questions -- Early works to 1800', ""Women's rights -- Early works to 1800"", 'Wollstonecraft, Mary, 1759-1797 -- Correspondence', 'Feminism -- Literary collections', 'Feminists -- Great Britain -- Correspondence', 'Authors, English -- 18th century -- Correspondence'}",Text,1792,33,1,1
9757,13408,PG22069,"The Works of Guy de Maupassant, Volume VIII.","Maupassant, Guy de",1850,1893,['en'],25,"{'Short stories, French -- Translations into English', 'French fiction -- Translations into English'}",Text,1880,30,1,9
15148,20963,PG2886,Tales of the Argonauts,"Harte, Bret",1836,1902,['en'],25,"{'American fiction -- 19th century', 'Western stories', 'Short stories'}",Text,1875,39,2,9
13154,18170,PG26355,"Tom, The Bootblack; or, The Road to Success","Alger, Horatio, Jr.",1832,1899,['en'],25,"{'Boys -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction'}",Text,1881,49,2,10
19250,26392,PG33755,"A Short History of England, Ireland and Scotland","Parmele, Mary Platt",1843,1911,['en'],25,{'Great Britain -- History'},Text,1915,72,4,
23964,32595,PG39339,Superwomen,"Terhune, Albert Payson",1872,1942,['en'],25,{'Women -- Biography'},Text,1894,22,0,10
16613,22920,PG3062,Römische Geschichte — Band 3,"Mommsen, Theodor",1817,1903,['de'],25,{'Rome -- History'},Text,1856,39,2,7
